コード,銘柄名,市場,時価総額(百万円),時価総額(億円),時価総額(兆円),ランクCD,ランク
7604,梅ノ花グループ,東S,7612,76.12,0,7,07_100億未満
7606,ユナイテッドアローズ,東P,75444,754.44,0,5,05_500億以上_1000億未満
7607,進和,東P,41722,417.22,0,6,06_100億以上_500億未満
7608,エスケイジャパン,東S,12311,123.11,0,6,06_100億以上_500億未満
7609,ダイトロン,東P,79218,792.18,0,5,05_500億以上_1000億未満
7610,テイツー,東S,8926,89.26,0,7,07_100億未満
7611,ハイデイ日高,東P,97008,970.08,0,5,05_500億以上_1000億未満
7613,シークス,東P,73584,735.84,0,5,05_500億以上_1000億未満
7614,オーエムツーネットワーク,東S,11260,112.6,0,6,06_100億以上_500億未満
7615,京都キモノ友禅HLDG,東S,2010,20.1,0,7,07_100億未満
7616,コロワイド,東P,187465,1874.65,0,4,04_1000億以上_5000億未満
7619,田中商事,東S,8028,80.28,0,7,07_100億未満
7621,ウカイ,東S,18620,186.2,0,6,06_100億以上_500億未満
7624,NaITO,東S,7342,73.42,0,7,07_100億未満
7625,グローバルダイニング,東S,4908,49.08,0,7,07_100億未満
7628,オーハシテクニカ,東P,27587,275.87,0,6,06_100億以上_500億未満
7630,壱番屋,東P,135047,1350.47,0,4,04_1000億以上_5000億未満
7634,星医療酸器,東S,16330,163.3,0,6,06_100億以上_500億未満
7636,ハンズマン,東S,11535,115.35,0,6,06_100億以上_500億未満
7637,白銅,東P,40382,403.82,0,6,06_100億以上_500億未満
7638,NEW ART HLDG,東S,23211,232.11,0,6,06_100億以上_500億未満
7640,トップカルチャー,東S,2983,29.83,0,7,07_100億未満
7643,ダイイチ,東S,19388,193.88,0,6,06_100億以上_500億未満
7646,PLANT,東S,13222,132.22,0,6,06_100億以上_500億未満
7649,スギHLDG,東P,541289,5412.89,1,3,03_5000億以上_1兆未満
7670,オーウエル,東S,10563,105.63,0,6,06_100億以上_500億未満
7673,ダイコー通産,東S,8580,85.8,0,7,07_100億未満
7674,NATTY SWANKYHLD,東G,6434,64.34,0,7,07_100億未満
7677,ヤシマキザイ,東S,7574,75.74,0,7,07_100億未満
7678,アサクマ,東S,35056,350.56,0,6,06_100億以上_500億未満
7679,薬王堂HLDG,東P,31959,319.59,0,6,06_100億以上_500億未満
7681,レオクラン,東S,4690,46.9,0,7,07_100億未満
7682,浜木綿,東S,8854,88.54,0,7,07_100億未満
7683,ダブルエー,東P,26469,264.69,0,6,06_100億以上_500億未満
7685,BuySell Tech,東G,228382,2283.82,0,4,04_1000億以上_5000億未満
7686,ヒトマイル,東S,12083,120.83,0,6,06_100億以上_500億未満
7687,ミクリード,東G,2690,26.9,0,7,07_100億未満
7689,コパ･コーポレーション,東G,1144,11.44,0,7,07_100億未満
7692,アースインフィニティ,東S,10022,100.22,0,6,06_100億以上_500億未満
7694,イツモ,東G,2685,26.85,0,7,07_100億未満
7695,交換デキルクン,東G,5699,56.99,0,7,07_100億未満
7698,アイスコ,東S,9638,96.38,0,7,07_100億未満
7701,島津製作所,東P,1201157,12011.57,1,2,02_1兆以上_10兆未満
7702,JMS,東S,10586,105.86,0,6,06_100億以上_500億未満
7707,プレシジョン･システム･サイエ,東G,6114,61.14,0,7,07_100億未満
7709,クボテック,東S,968,9.68,0.000968,7,07_100億未満
7711,助川電気工業,東S,29702,297.02,0,6,06_100億以上_500億未満
7713,シグマ光機,東S,18119,181.19,0,6,06_100億以上_500億未満
7715,長野計器,東P,71225,712.25,0,5,05_500億以上_1000億未満
7716,ナカニシ,東S,271767,2717.67,0,4,04_1000億以上_5000億未満
7717,ブイ･テクノロジー,東P,59340,593.4,0,5,05_500億以上_1000億未満
7719,東京衡機,東S,3011,30.11,0,7,07_100億未満
7721,東京計器,東P,94603,946.03,0,5,05_500億以上_1000億未満
7722,国際計測器,東S,10678,106.78,0,6,06_100億以上_500億未満
7723,愛知時計電機,東P,44040,440.4,0,6,06_100億以上_500億未満
7725,インターアクション,東P,24171,241.71,0,6,06_100億以上_500億未満
7726,黒田精工,東S,7610,76.1,0,7,07_100億未満
7727,オーバル,東S,16170,161.7,0,6,06_100億以上_500億未満
7729,東京精密,東P,774834,7748.34,1,3,03_5000億以上_1兆未満
7730,マニー,東P,180515,1805.15,0,4,04_1000億以上_5000億未満
7731,ニコン,東P,665170,6651.7,1,3,03_5000億以上_1兆未満
7733,オリンパス,東P,2097463,20974.63,2,2,02_1兆以上_10兆未満
7734,理研計器,東P,179587,1795.87,0,4,04_1000億以上_5000億未満
7735,SCREEN HLDG,東P,2563814,25638.14,3,2,02_1兆以上_10兆未満
7740,タムロン,東P,176266,1762.66,0,4,04_1000億以上_5000億未満
7741,HOYA,東P,8849768,88497.68,9,2,02_1兆以上_10兆未満
7743,シード,東S,14558,145.58,0,6,06_100億以上_500億未満
7744,ノーリツ鋼機,東P,216223,2162.23,0,4,04_1000億以上_5000億未満
7745,A&DホロンHLDG,東P,79916,799.16,0,5,05_500億以上_1000億未満
7746,岡本硝子,東S,21987,219.87,0,6,06_100億以上_500億未満
7747,朝日インテック,東P,995527,9955.27,1,3,03_5000億以上_1兆未満
7749,メディキット,東S,44385,443.85,0,6,06_100億以上_500億未満
7751,キヤノン,東P,5893899,58938.99,6,2,02_1兆以上_10兆未満
7752,リコー,東P,863716,8637.16,1,3,03_5000億以上_1兆未満
7760,IMV,東S,41443,414.43,0,6,06_100億以上_500億未満
7762,シチズン時計,東P,554976,5549.76,1,3,03_5000億以上_1兆未満
7769,リズム,東P,30312,303.12,0,6,06_100億以上_500億未満
7771,日本精密,東S,7617,76.17,0,7,07_100億未満
7774,ジャパン･ティッシュエンジニア,東G,23919,239.19,0,6,06_100億以上_500億未満
7775,大研医器,東S,13436,134.36,0,6,06_100億以上_500億未満
7776,セルシード,東G,8889,88.89,0,7,07_100億未満
7777,スリー･ディー･マトリックス,東G,49653,496.53,0,6,06_100億以上_500億未満
7779,CYBERDYNE,東G,46044,460.44,0,6,06_100億以上_500億未満
7780,メニコン,東P,122681,1226.81,0,4,04_1000億以上_5000億未満
7781,平山HLDG,東S,11272,112.72,0,6,06_100億以上_500億未満
7782,シンシア,東S,3102,31.02,0,7,07_100億未満
7791,ドリームベッド,東S,3252,32.52,0,7,07_100億未満
7792,コラントッテ,東G,12936,129.36,0,6,06_100億以上_500億未満
7793,イメージ･マジック,東G,3794,37.94,0,7,07_100億未満
7794,イーディーピー,東G,15552,155.52,0,6,06_100億以上_500億未満
7795,KYORITSU,東S,9404,94.04,0,7,07_100億未満
7800,アミファ,東S,2928,29.28,0,7,07_100億未満
7803,ブシロード,東G,35868,358.68,0,6,06_100億以上_500億未満
7804,ビーアンドピー,東S,4927,49.27,0,7,07_100億未満
7805,プリントネット,東S,4035,40.35,0,7,07_100億未満
7806,MTG,東G,269212,2692.12,0,4,04_1000億以上_5000億未満
7807,幸和製作所,東S,4157,41.57,0,7,07_100億未満
7808,シー･エス･ランバー,東S,4857,48.57,0,7,07_100億未満
7809,壽屋,東S,11347,113.47,0,6,06_100億以上_500億未満
7810,クロスフォー,東S,2998,29.98,0,7,07_100億未満
7811,中本パックス,東S,16486,164.86,0,6,06_100億以上_500億未満
7812,クレステック,東S,6530,65.3,0,7,07_100億未満
7813,プラッツ,東S,3357,33.57,0,7,07_100億未満
7814,日本創発グループ,東S,29937,299.37,0,6,06_100億以上_500億未満
7815,東京ボード工業,東S,966,9.66,0.000966,7,07_100億未満
7818,トランザクション,東P,72629,726.29,0,5,05_500億以上_1000億未満
7819,粧美堂,東S,11050,110.5,0,6,06_100億以上_500億未満
7820,ニホンフラッシュ,東P,17717,177.17,0,6,06_100億以上_500億未満
7821,前田工繊,東P,120639,1206.39,0,4,04_1000億以上_5000億未満
7822,永大産業,東S,11415,114.15,0,6,06_100億以上_500億未満
7823,アートネイチャー,東S,27996,279.96,0,6,06_100億以上_500億未満
7826,フルヤ金属,東P,227745,2277.45,0,4,04_1000億以上_5000億未満
7827,オービス,東S,2872,28.72,0,7,07_100億未満
7831,ウイルコHLDG,東S,1102,11.02,0,7,07_100億未満
7832,バンダイナムコHLDG,東P,2398755,23987.55,2,2,02_1兆以上_10兆未満
7833,アイフィスジャパン,東S,6565,65.65,0,7,07_100億未満
7836,アビックス,東S,2810,28.1,0,7,07_100億未満
7837,アールシーコア,東S,1356,13.56,0,7,07_100億未満
7839,SHOEI,東P,96371,963.71,0,5,05_500億以上_1000億未満
7840,フランスベッドHLDG,東P,41280,412.8,0,6,06_100億以上_500億未満
7841,遠藤製作所,東S,10140,101.4,0,6,06_100億以上_500億未満
7844,マーベラス,東P,27873,278.73,0,6,06_100億以上_500億未満
7846,パイロットコーポレーション,東P,179732,1797.32,0,4,04_1000億以上_5000億未満
7847,グラファイトデザイン,東S,4306,43.06,0,7,07_100億未満
7849,スターツ出版,東S,12826,128.26,0,6,06_100億以上_500億未満
7850,総合商研,東S,2675,26.75,0,7,07_100億未満
7851,カワセコンピュータサプライ,東S,841,8.41,0.000841,7,07_100億未満
7856,萩原工業,東P,24581,245.81,0,6,06_100億以上_500億未満
7857,セキ,東S,5815,58.15,0,7,07_100億未満
7859,アルメディオ,東S,6138,61.38,0,7,07_100億未満
7860,エイベックス,東P,53863,538.63,0,5,05_500億以上_1000億未満
7863,平賀,東S,3594,35.94,0,7,07_100億未満
7864,フジシールインターナショナル,東P,152571,1525.71,0,4,04_1000億以上_5000億未満
7865,ピープル,東S,1562,15.62,0,7,07_100億未満
7867,タカラトミー,東P,276965,2769.65,0,4,04_1000億以上_5000億未満
7868,広済堂HLDG,東P,90058,900.58,0,5,05_500億以上_1000億未満
7871,フクビ化学工業,東S,17916,179.16,0,6,06_100億以上_500億未満
7872,エステールHLDG,東S,6727,67.27,0,7,07_100億未満
7874,レック,東P,32822,328.22,0,6,06_100億以上_500億未満
7875,竹田iPHLDG,東S,12100,121,0,6,06_100億以上_500億未満
7877,永大化工,東S,2812,28.12,0,7,07_100億未満
7878,光･彩,東S,1389,13.89,0,7,07_100億未満
7879,ノダ,東S,11114,111.14,0,6,06_100億以上_500億未満
7883,サンメッセ,東S,6791,67.91,0,7,07_100億未満
7885,タカノ,東S,18582,185.82,0,6,06_100億以上_500億未満
7886,ヤマト モビリティ & Mfg,東S,899,8.99,0.000899,7,07_100億未満
7887,南海プライウッド,東S,7663,76.63,0,7,07_100億未満
7888,三光合成,東P,24029,240.29,0,6,06_100億以上_500億未満
7893,プロネクサス,東P,28631,286.31,0,6,06_100億以上_500億未満
7896,セブン工業,東S,2290,22.9,0,7,07_100億未満
7897,ホクシン,東S,2837,28.37,0,7,07_100億未満
7898,ウッドワン,東S,8563,85.63,0,7,07_100億未満
7901,マツモト,東S,937,9.37,0.000937,7,07_100億未満
7902,ソノコム,東S,5130,51.3,0,7,07_100億未満
7906,ヨネックス,東S,211653,2116.53,0,4,04_1000億以上_5000億未満
7908,キモト,東S,12488,124.88,0,6,06_100億以上_500億未満
7911,TOPPANHLDG,東P,1254270,12542.7,1,2,02_1兆以上_10兆未満
7912,大日本印刷,東P,1177369,11773.69,1,2,02_1兆以上_10兆未満
7914,共同印刷,東P,45480,454.8,0,6,06_100億以上_500億未満
7915,NISSHA,東P,73897,738.97,0,5,05_500億以上_1000億未満
7916,光村印刷,東S,5617,56.17,0,7,07_100億未満
7917,ZACROS,東P,98497,984.97,0,5,05_500億以上_1000億未満
7918,ヴィアHLDG,東S,4745,47.45,0,7,07_100億未満
7919,野崎印刷紙業,東S,4034,40.34,0,7,07_100億未満
7921,TAKARA&COMPANY,東P,37776,377.76,0,6,06_100億以上_500億未満
7922,三光産業,東S,5665,56.65,0,7,07_100億未満
7927,ムトー精工,東S,17097,170.97,0,6,06_100億以上_500億未満
7928,旭化学工業,東S,2349,23.49,0,7,07_100億未満
7931,未来工業,東P,77718,777.18,0,5,05_500億以上_1000億未満
7932,ニッピ,東S,33050,330.5,0,6,06_100億以上_500億未満
7936,アシックス,東P,3205280,32052.8,3,2,02_1兆以上_10兆未満
7937,ツツミ,東S,41998,419.98,0,6,06_100億以上_500億未満
7938,リーガルコーポレーション,東S,6780,67.8,0,7,07_100億未満
7939,研創,東S,2257,22.57,0,7,07_100億未満
7940,ウェーブロックHLDG,東S,11643,116.43,0,6,06_100億以上_500億未満
7942,JSP,東P,67457,674.57,0,5,05_500億以上_1000億未満
7943,ニチハ,東P,98909,989.09,0,5,05_500億以上_1000億未満
7944,ローランド,東P,118018,1180.18,0,4,04_1000億以上_5000億未満
7946,光陽社,東S,1628,16.28,0,7,07_100億未満
7947,エフピコ,東P,200681,2006.81,0,4,04_1000億以上_5000億未満
7949,小松ウオール工業,東P,47017,470.17,0,6,06_100億以上_500億未満
7951,ヤマハ,東P,518560,5185.6,1,3,03_5000億以上_1兆未満
7952,河合楽器製作所,東P,28792,287.92,0,6,06_100億以上_500億未満
7953,菊水化学工業,東S,4881,48.81,0,7,07_100億未満
7955,クリナップ,東P,31924,319.24,0,6,06_100億以上_500億未満
7956,ピジョン,東P,225850,2258.5,0,4,04_1000億以上_5000億未満
7957,フジコピアン,東S,2965,29.65,0,7,07_100億未満
7962,キングジム,東P,25105,251.05,0,6,06_100億以上_500億未満
7963,興研,東S,8932,89.32,0,7,07_100億未満
7965,象印マホービン,東P,100551,1005.51,0,4,04_1000億以上_5000億未満
7966,リンテック,東P,418260,4182.6,0,4,04_1000億以上_5000億未満
7970,信越ポリマー,東P,195239,1952.39,0,4,04_1000億以上_5000億未満
7971,東リ,東S,36378,363.78,0,6,06_100億以上_500億未満
7972,イトーキ,東P,126464,1264.64,0,4,04_1000億以上_5000億未満
7974,任天堂,東P,9360955,93609.55,9,2,02_1兆以上_10兆未満
7975,リヒトラブ,東S,4075,40.75,0,7,07_100億未満
7976,三菱鉛筆,東P,148786,1487.86,0,4,04_1000億以上_5000億未満
7979,松風,東P,67174,671.74,0,5,05_500億以上_1000億未満
7980,重松製作所,東S,5832,58.32,0,7,07_100億未満
7981,タカラスタンダード,東P,186536,1865.36,0,4,04_1000億以上_5000億未満
7983,ミロク,東S,3216,32.16,0,7,07_100億未満
7984,コクヨ,東P,347572,3475.72,0,4,04_1000億以上_5000億未満
7985,ネポン,東S,791,7.91,0.000791,7,07_100億未満
7986,日本アイ･エス･ケイ,東S,3275,32.75,0,7,07_100億未満
7987,ナカバヤシ,東S,15693,156.93,0,6,06_100億以上_500億未満
7988,ニフコ,東P,437215,4372.15,0,4,04_1000億以上_5000億未満
7989,立川ブラインド工業,東P,50269,502.69,0,5,05_500億以上_1000億未満
7990,グローブライド,東P,54287,542.87,0,5,05_500億以上_1000億未満
7991,マミヤ･オーピー,東S,11097,110.97,0,6,06_100億以上_500億未満
7992,セーラー万年筆,東S,3055,30.55,0,7,07_100億未満
7994,オカムラ,東P,222272,2222.72,0,4,04_1000億以上_5000億未満
7995,バルカー,東P,150444,1504.44,0,4,04_1000億以上_5000億未満
7997,クロガネ工作所,東S,1800,18,0,7,07_100億未満
7999,MUTOH HLDG,東S,38265,382.65,0,6,06_100億以上_500億未満
8001,伊藤忠商事,東P,14695889,146958.89,15,1,01_10兆以上
8002,丸紅,東P,8250646,82506.46,8,2,02_1兆以上_10兆未満
8005,スクロール,東P,56099,560.99,0,5,05_500億以上_1000億未満
8006,ユアサ･フナショク,東S,28975,289.75,0,6,06_100億以上_500億未満
8007,高島,東P,25062,250.62,0,6,06_100億以上_500億未満
8008,ヨンドシーHLDG,東P,43577,435.77,0,6,06_100億以上_500億未満
8011,三陽商会,東P,36964,369.64,0,6,06_100億以上_500億未満
8012,長瀬産業,東P,488652,4886.52,0,4,04_1000億以上_5000億未満
8013,ナイガイ,東S,3139,31.39,0,7,07_100億未満
8014,蝶理,東P,98178,981.78,0,5,05_500億以上_1000億未満
8015,豊田通商,東P,6836126,68361.26,7,2,02_1兆以上_10兆未満
8016,オンワードHLDG,東P,100481,1004.81,0,4,04_1000億以上_5000億未満
8018,三共生興,東S,41032,410.32,0,6,06_100億以上_500億未満
8020,兼松,東P,340705,3407.05,0,4,04_1000億以上_5000億未満
8022,美津濃,東P,246380,2463.8,0,4,04_1000億以上_5000億未満
8023,DAIKO XTECH,東S,13217,132.17,0,6,06_100億以上_500億未満
8025,ツカモトコーポレーション,東S,4920,49.2,0,7,07_100億未満
8029,ルックHLDG,東S,20571,205.71,0,6,06_100億以上_500億未満
8030,中央魚類,東S,14694,146.94,0,6,06_100億以上_500億未満
8031,三井物産,東P,14440786,144407.86,14,1,01_10兆以上
8032,日本紙パルプ商事,東P,127909,1279.09,0,4,04_1000億以上_5000億未満
8035,東京エレクトロン,東P,29794962,297949.62,30,1,01_10兆以上
8037,カメイ,東P,112503,1125.03,0,4,04_1000億以上_5000億未満
8039,築地魚市場,東S,8259,82.59,0,7,07_100億未満
8040,東京ソワール,東S,4007,40.07,0,7,07_100億未満
8041,OUG HLDG,東S,23695,236.95,0,6,06_100億以上_500億未満
8043,スターゼン,東P,67060,670.6,0,5,05_500億以上_1000億未満
8045,横浜丸魚,東S,11822,118.22,0,6,06_100億以上_500億未満
8046,丸藤シートパイル,東S,16340,163.4,0,6,06_100億以上_500億未満
8050,セイコーグループ,東P,579660,5796.6,1,3,03_5000億以上_1兆未満
8051,山善,東P,159160,1591.6,0,4,04_1000億以上_5000億未満
8052,椿本興業,東P,51620,516.2,0,5,05_500億以上_1000億未満
8053,住友商事,東P,8096904,80969.04,8,2,02_1兆以上_10兆未満
8056,BIPROGY,東P,447396,4473.96,0,4,04_1000億以上_5000億未満
8057,内田洋行,東P,100912,1009.12,0,4,04_1000億以上_5000億未満
8058,三菱商事,東P,18166750,181667.5,18,1,01_10兆以上
8059,第一実業,東P,98605,986.05,0,5,05_500億以上_1000億未満
8060,キヤノンマーケティングジャパン,東P,792000,7920,1,3,03_5000億以上_1兆未満
8061,西華産業,東P,108446,1084.46,0,4,04_1000億以上_5000億未満
8065,佐藤商事,東P,71501,715.01,0,5,05_500億以上_1000億未満
8066,三谷商事,東S,222040,2220.4,0,4,04_1000億以上_5000億未満
8070,東京産業,東P,22341,223.41,0,6,06_100億以上_500億未満
8074,YUASA,東P,118235,1182.35,0,4,04_1000億以上_5000億未満
8075,神鋼商事,東P,61723,617.23,0,5,05_500億以上_1000億未満
8076,カノークス,東S,21641,216.41,0,6,06_100億以上_500億未満
8077,トルク,東S,5332,53.32,0,7,07_100億未満
8078,阪和興業,東P,364484,3644.84,0,4,04_1000億以上_5000億未満
8079,正栄食品工業,東P,66604,666.04,0,5,05_500億以上_1000億未満
8081,カナデン,東P,56520,565.2,0,5,05_500億以上_1000億未満
8084,RYODEN,東P,84935,849.35,0,5,05_500億以上_1000億未満
8085,ナラサキ産業,東S,21249,212.49,0,6,06_100億以上_500億未満
8086,ニプロ,東P,295253,2952.53,0,4,04_1000億以上_5000億未満
8088,岩谷産業,東P,464745,4647.45,0,4,04_1000億以上_5000億未満
8089,ナイス,東S,22548,225.48,0,6,06_100億以上_500億未満
8091,ニチモウ,東P,19441,194.41,0,6,06_100億以上_500億未満
8093,極東貿易,東P,20903,209.03,0,6,06_100億以上_500億未満
8095,アステナHLDG,東P,19479,194.79,0,6,06_100億以上_500億未満
8097,三愛オブリ,東P,130788,1307.88,0,4,04_1000億以上_5000億未満
8098,稲畑産業,東P,204382,2043.82,0,4,04_1000億以上_5000億未満
8101,GSIクレオス,東P,28796,287.96,0,6,06_100億以上_500億未満
8103,明和産業,東P,35573,355.73,0,6,06_100億以上_500億未満
8104,クワザワHLDG,東S,10601,106.01,0,6,06_100億以上_500億未満
8105,Bitcoin Japan,東S,19610,196.1,0,6,06_100億以上_500億未満
8107,キムラタン,東S,8813,88.13,0,7,07_100億未満
8111,ゴールドウイン,東P,296788,2967.88,0,4,04_1000億以上_5000億未満
8113,ユニ･チャーム,東P,1648874,16488.74,2,2,02_1兆以上_10兆未満
8115,ムーンバット,東S,7845,78.45,0,7,07_100億未満
8117,中央自動車工業,東S,123483,1234.83,0,4,04_1000億以上_5000億未満
8118,キング,東S,27051,270.51,0,6,06_100億以上_500億未満
8119,三栄コーポレーション,東S,7700,77,0,7,07_100億未満
8123,川辺,東S,2443,24.43,0,7,07_100億未満
8125,ワキタ,東P,84743,847.43,0,5,05_500億以上_1000億未満
8127,ヤマトインターナショナル,東S,12441,124.41,0,6,06_100億以上_500億未満
8129,東邦HLDG,東P,298092,2980.92,0,4,04_1000億以上_5000億未満
8130,サンゲツ,東P,168898,1688.98,0,4,04_1000億以上_5000億未満
8131,ミツウロコグループHLDG,東S,100599,1005.99,0,4,04_1000億以上_5000億未満
8132,シナネンHLDG,東P,84285,842.85,0,5,05_500億以上_1000億未満
8133,伊藤忠エネクス,東P,225814,2258.14,0,4,04_1000億以上_5000億未満
8135,ゼット,東S,8202,82.02,0,7,07_100億未満
8136,サンリオ,東P,1175773,11757.73,1,2,02_1兆以上_10兆未満
8137,サンワテクノス,東P,60807,608.07,0,5,05_500億以上_1000億未満
8138,三京化成,東S,4588,45.88,0,7,07_100億未満
8139,ナガホリ,東S,37187,371.87,0,6,06_100億以上_500億未満
8141,新光商事,東P,49121,491.21,0,6,06_100億以上_500億未満
8142,トーホー,東P,42452,424.52,0,6,06_100億以上_500億未満
8143,ラピーヌ,東S,447,4.47,0.000447,7,07_100億未満
8144,デンキョーグループHLDG,東S,8771,87.71,0,7,07_100億未満
8147,トミタ,東S,7587,75.87,0,7,07_100億未満
8150,三信電気,東P,45588,455.88,0,6,06_100億以上_500億未満
8151,東陽テクニカ,東P,55065,550.65,0,5,05_500億以上_1000億未満
8152,ソマール,東S,14318,143.18,0,6,06_100億以上_500億未満
8153,モスフードサービス,東P,110434,1104.34,0,4,04_1000億以上_5000億未満
8154,加賀電子,東P,261384,2613.84,0,4,04_1000億以上_5000億未満
8157,都築電気,東P,76671,766.71,0,5,05_500億以上_1000億未満
8158,ソーダニッカ,東P,25311,253.11,0,6,06_100億以上_500億未満
8159,立花エレテック,東P,79831,798.31,0,5,05_500億以上_1000億未満
8160,木曽路,東P,64052,640.52,0,5,05_500億以上_1000億未満
8163,SRS HLDG,東P,47276,472.76,0,6,06_100億以上_500億未満
8165,千趣会,東S,6143,61.43,0,7,07_100億未満
8166,タカキュー,東S,3300,33,0,7,07_100億未満
8167,リテールパートナーズ,東P,57655,576.55,0,5,05_500億以上_1000億未満
8173,Joshin,東P,94500,945,0,5,05_500億以上_1000億未満
8174,日本瓦斯,東P,293629,2936.29,0,4,04_1000億以上_5000億未満
8179,ロイヤルHLDG,東P,119868,1198.68,0,4,04_1000億以上_5000億未満
8181,東天紅,東S,2493,24.93,0,7,07_100億未満
8185,チヨダ,東P,32367,323.67,0,6,06_100億以上_500億未満
8194,ライフコーポレーション,東P,227612,2276.12,0,4,04_1000億以上_5000億未満
8198,マックスバリュ東海,東S,103435,1034.35,0,4,04_1000億以上_5000億未満
8200,リンガーハット,東P,52970,529.7,0,5,05_500億以上_1000億未満
8202,ラオックスHLDG,東S,13814,138.14,0,6,06_100億以上_500億未満
8203,MrMaxHD,東P,28045,280.45,0,6,06_100億以上_500億未満
8207,テンアライド,東S,11369,113.69,0,6,06_100億以上_500億未満
8214,AOKI HLDG,東P,135866,1358.66,0,4,04_1000億以上_5000億未満
8217,オークワ,東P,32250,322.5,0,6,06_100億以上_500億未満
8218,コメリ,東P,187794,1877.94,0,4,04_1000億以上_5000億未満
8219,青山商事,東P,100990,1009.9,0,4,04_1000億以上_5000億未満
8225,タカチホ,東S,2383,23.83,0,7,07_100億未満
8226,理経,東S,6268,62.68,0,7,07_100億未満
8227,シマムラ,東P,721581,7215.81,1,3,03_5000億以上_1兆未満
8230,ハセガワ,東S,5706,57.06,0,7,07_100億未満
8233,高島屋,東P,611028,6110.28,1,3,03_5000億以上_1兆未満
8237,松屋,東P,82332,823.32,0,5,05_500億以上_1000億未満
8242,エイチ･ツー･オー リテイリン,東P,318825,3188.25,0,4,04_1000億以上_5000億未満
8244,近鉄百貨店,東S,69796,697.96,0,5,05_500億以上_1000億未満
8247,大和,東S,1627,16.27,0,7,07_100億未満
8252,丸井グループ,東P,493495,4934.95,0,4,04_1000億以上_5000億未満
8253,クレディセゾン,東P,651660,6516.6,1,3,03_5000億以上_1兆未満
8254,サイカ屋,東S,2370,23.7,0,7,07_100億未満
8255,アクシアル リテイリング,東P,95330,953.3,0,5,05_500億以上_1000億未満
8260,井筒屋,東S,4305,43.05,0,7,07_100億未満
8267,イオン,東P,3717403,37174.03,4,2,02_1兆以上_10兆未満
8273,イズミ,東P,193711,1937.11,0,4,04_1000億以上_5000億未満
8275,フォーバル,東S,27733,277.33,0,6,06_100億以上_500億未満
8276,平和堂,東P,128196,1281.96,0,4,04_1000億以上_5000億未満
8278,フジ,東P,165028,1650.28,0,4,04_1000億以上_5000億未満
8281,ゼビオHLDG,東P,48630,486.3,0,6,06_100億以上_500億未満
8282,ケーズHLDG,東P,351372,3513.72,0,4,04_1000億以上_5000億未満
8283,PALTAC,東P,411184,4111.84,0,4,04_1000億以上_5000億未満
8285,三谷産業,東S,38855,388.55,0,6,06_100億以上_500億未満
8289,Olympicグループ,東S,22584,225.84,0,6,06_100億以上_500億未満
8291,日産東京販売HLDG,東S,34198,341.98,0,6,06_100億以上_500億未満
8303,SBI新生銀行,東P,1269819,12698.19,1,2,02_1兆以上_10兆未満
8304,アオゾラ銀行,東P,361076,3610.76,0,4,04_1000億以上_5000億未満
8306,三菱UFJ FG,東P,37608773,376087.73,38,1,01_10兆以上
8308,リソナHLDG,東P,4838066,48380.66,5,2,02_1兆以上_10兆未満
8309,三井住友トラストグループ,東P,4001403,40014.03,4,2,02_1兆以上_10兆未満
8316,三井住友FG,東P,23458735,234587.35,23,1,01_10兆以上
8331,千葉銀行,東P,1847679,18476.79,2,2,02_1兆以上_10兆未満
8334,群馬銀行,東P,881049,8810.49,1,3,03_5000億以上_1兆未満
8336,武蔵野銀行,東P,241421,2414.21,0,4,04_1000億以上_5000億未満
8337,千葉興業銀行,東P,147715,1477.15,0,4,04_1000億以上_5000億未満
8338,筑波銀行,東P,50275,502.75,0,5,05_500億以上_1000億未満
8341,七十七銀行,東P,722327,7223.27,1,3,03_5000億以上_1兆未満
8343,秋田銀行,東P,105667,1056.67,0,4,04_1000億以上_5000億未満
8344,山形銀行,東P,97776,977.76,0,5,05_500億以上_1000億未満
8345,岩手銀行,東P,139917,1399.17,0,4,04_1000億以上_5000億未満
8346,東邦銀行,東P,187860,1878.6,0,4,04_1000億以上_5000億未満
8349,東北銀行,東S,12734,127.34,0,6,06_100億以上_500億未満
8354,フクオカFG,東P,1289610,12896.1,1,2,02_1兆以上_10兆未満
8358,スルガ銀行,東P,388863,3888.63,0,4,04_1000億以上_5000億未満
8359,八十二長野銀行,東P,1157144,11571.44,1,2,02_1兆以上_10兆未満
8360,山梨中央銀行,東P,192436,1924.36,0,4,04_1000億以上_5000億未満
8361,大垣共立銀行,東P,296817,2968.17,0,4,04_1000億以上_5000億未満
8362,福井銀行,東P,129174,1291.74,0,4,04_1000億以上_5000億未満
8364,清水銀行,東P,28184,281.84,0,6,06_100億以上_500億未満
8365,富山銀行,東S,11172,111.72,0,6,06_100億以上_500億未満
8366,滋賀銀行,東P,498454,4984.54,0,4,04_1000億以上_5000億未満
8367,南都銀行,東P,273452,2734.52,0,4,04_1000億以上_5000億未満
8368,百五銀行,東P,482826,4828.26,0,4,04_1000億以上_5000億未満
8370,紀陽銀行,東P,287371,2873.71,0,4,04_1000億以上_5000億未満
8377,ホクホクFG,東P,774805,7748.05,1,3,03_5000億以上_1兆未満
8381,山陰合同銀行,東P,327769,3277.69,0,4,04_1000億以上_5000億未満
8383,鳥取銀行,東S,13968,139.68,0,6,06_100億以上_500億未満
8386,百十四銀行,東P,275192,2751.92,0,4,04_1000億以上_5000億未満
